"","ID","Age","Experience","Income","Family","CCAvg","Education","Mortgage","SecuritiesAccount","CDAccount","Online","CreditCard","PersonalLoan","ProbAccepting"
"405",391,44,17,70,3,2.66666666666667,2,0,0,0,0,0,NA,0
"406",392,38,8,71,4,1.8,3,0,0,0,1,0,NA,0
"407",393,57,31,41,1,0.2,1,0,0,0,1,1,NA,0
"408",394,26,1,85,1,1.9,1,0,0,0,1,0,NA,0
"409",395,50,24,180,1,1.7,1,0,0,0,1,1,NA,0
"410",396,33,9,60,1,1.2,1,0,0,0,1,1,NA,0
"411",397,63,39,160,2,2.1,1,0,0,0,0,1,NA,0
"412",398,38,14,25,4,0.4,2,101,0,0,1,0,NA,0
"413",399,29,3,30,4,0.3,2,157,0,0,0,0,NA,0
"414",400,41,15,59,4,0.2,3,0,0,0,0,0,NA,0
"415",403,55,29,29,4,1.5,3,79,0,0,1,0,NA,0
"416",404,50,26,85,1,0,1,144,0,0,0,0,NA,0
"417",406,54,24,61,4,2,3,0,1,0,1,0,NA,0
"418",407,52,27,15,4,0.8,1,101,0,0,0,0,NA,0
"419",408,41,17,139,2,8,1,0,0,0,1,0,NA,0
"420",409,55,29,19,4,0.7,3,121,1,0,0,1,NA,0
"421",411,35,10,23,4,0.2,3,0,0,0,1,0,NA,0
"422",412,56,30,44,4,0.7,2,174,0,0,1,0,NA,0
"423",414,42,17,14,2,0.1,2,0,0,0,1,0,NA,0
"424",415,42,17,95,3,0.5,3,0,0,0,0,0,NA,0
"425",417,60,36,89,2,2.8,1,0,0,0,1,0,NA,0
"426",418,28,3,84,4,0.2,1,0,0,0,1,1,NA,0
"427",419,39,14,42,1,2.5,3,0,0,0,1,0,NA,0
"428",420,31,5,49,4,1.8,3,0,0,0,1,1,NA,0
"429",422,65,39,100,4,1.7,3,0,0,0,0,1,NA,0
"430",423,50,26,21,4,1,1,0,0,0,1,0,NA,0
"431",424,30,6,80,3,1.5,1,219,0,0,1,0,NA,0
"432",425,23,-1,149,1,6.33333333333333,1,305,0,0,0,1,NA,0
"433",426,36,10,35,2,0.3,1,98,0,0,1,0,NA,0
"434",428,65,41,40,3,0.1,3,0,0,0,1,0,NA,0
"435",429,63,39,83,3,2,3,0,0,0,1,1,NA,0
"436",430,51,24,78,1,2.66666666666667,2,0,0,0,1,0,NA,0
"437",431,56,31,82,4,1.3,3,0,0,0,1,0,NA,0
"438",432,42,16,35,3,1.5,1,0,0,0,0,0,NA,0
"439",434,34,8,11,4,0.3,1,0,1,1,1,1,NA,0
"440",435,58,34,88,2,1.6,1,0,0,0,1,1,NA,0
"441",436,59,33,91,4,1.9,2,329,0,0,0,0,NA,0
"442",437,41,15,29,2,0.8,3,98,0,0,0,0,NA,0
"443",438,29,3,153,2,2,1,392,0,0,0,0,NA,0
"444",439,43,19,40,3,0.6,2,0,0,0,1,0,NA,0
"445",440,62,37,61,4,1.7,1,0,0,0,0,0,NA,0
"446",441,28,4,38,4,1.6,1,0,0,0,0,0,NA,0
"447",442,32,6,32,2,0.3,1,0,0,0,0,0,NA,0
"448",443,62,36,30,3,0.7,2,0,0,0,1,0,NA,0
"449",444,44,20,20,1,1.4,3,0,0,0,0,0,NA,0
"450",445,47,22,93,1,0.2,2,309,0,0,1,0,NA,0
"451",446,60,36,14,2,0.3,1,109,0,0,1,1,NA,0
"452",447,39,14,155,2,3.9,1,0,0,0,1,0,NA,0
"453",449,28,4,43,1,1.8,2,0,0,0,1,1,NA,0
"454",450,61,37,48,1,0.8,1,158,0,0,1,0,NA,0
"455",451,38,13,80,4,0.7,3,285,0,0,1,0,NA,0
"456",452,52,28,145,2,6.8,1,0,0,0,1,0,NA,0
"457",454,42,17,98,2,0.4,1,0,0,0,1,1,NA,0
"458",455,61,37,131,1,2.9,1,0,0,0,1,0,NA,0
"459",456,37,12,160,2,3.3,1,0,0,0,0,0,NA,0
"460",458,47,23,130,2,1.4,1,0,0,0,0,0,NA,0
"461",459,60,36,79,1,1.8,3,0,0,0,0,1,NA,0
"462",460,61,35,63,1,1.6,1,0,0,0,1,0,NA,0
"463",461,50,25,35,3,1.7,2,0,0,0,1,1,NA,0
"464",462,51,25,45,3,0.6,2,131,0,0,1,0,NA,0
"465",463,34,8,8,3,0.1,2,83,0,0,1,0,NA,0
"466",464,61,37,31,3,0.4,2,0,0,0,0,1,NA,0
"467",465,32,8,200,2,6.5,1,565,0,0,1,0,NA,0
"468",466,28,4,32,3,1,2,0,0,0,0,0,NA,0
"469",467,56,31,13,4,0.9,2,76,0,1,1,1,NA,0
"470",468,34,9,93,1,0,1,0,0,0,1,0,NA,0
"471",469,38,13,55,2,1.1,2,0,0,0,1,0,NA,0
"472",470,49,23,39,4,2.6,1,0,0,0,0,0,NA,0
"473",471,46,21,30,1,1.4,3,112,1,0,0,0,NA,0
"474",472,38,13,171,2,7.8,1,0,0,0,1,0,NA,0
"475",473,49,23,33,1,0.3,3,0,0,1,1,1,NA,0
"476",474,50,25,13,2,0.7,3,0,0,0,0,0,NA,0
"477",475,50,24,83,2,0.4,3,0,0,0,1,0,NA,0
"478",476,45,20,109,1,7,1,366,0,0,1,0,NA,0
"479",477,25,0,44,4,0.6,2,0,0,0,1,1,NA,0
"480",478,48,22,59,1,1.4,3,241,0,0,1,0,NA,0
"481",479,59,33,72,2,0.7,2,226,0,0,0,0,NA,0
"482",480,57,31,30,3,1.4,1,0,0,0,0,0,NA,0
"483",481,47,20,25,3,0.666666666666667,2,0,0,0,1,1,NA,0
"484",482,50,23,85,1,2.66666666666667,2,0,0,0,1,0,NA,0
"485",484,54,28,83,3,0.8,1,0,0,0,1,0,NA,0
"486",485,30,5,20,4,0.5,3,117,0,0,0,0,NA,0
"487",486,48,23,43,4,1.9,3,0,0,0,1,0,NA,0
"488",488,49,23,94,1,0.3,1,0,0,0,1,0,NA,0
"489",489,62,38,45,4,1.3,2,0,0,0,1,0,NA,0
"490",490,57,31,131,2,2.7,1,0,0,0,0,0,NA,0
"491",491,33,3,71,4,1.8,3,236,0,0,0,0,NA,0
"492",492,34,10,134,1,4,1,0,0,0,0,0,NA,0
"493",493,48,24,29,1,1,1,0,0,0,0,0,NA,0
"494",494,62,38,42,1,1.8,3,0,0,0,0,0,NA,0
"495",495,57,32,23,2,0.2,3,0,0,0,0,0,NA,0
"496",496,52,28,15,1,0.2,1,0,0,0,1,0,NA,0
"497",497,45,20,41,1,0.3,1,0,0,0,1,0,NA,0
"498",498,47,23,148,2,7.5,1,0,0,1,1,1,NA,0
"499",499,26,0,149,2,7.2,1,154,0,0,0,0,NA,0
