Monetary,Recency,Frequency,tenure,ID#
219,14,2,20,31514
63,14,1,14,31516
325,8,2,16,31531
225,12,8,42,31647
75,4,4,18,31670
300,30,12,92,31711
162,12,2,18,31728
315,12,5,26,31735
255,6,3,14,31746
66,18,1,18,31750
232,8,12,44,31757
187,6,1,6,31786
384,8,12,40,31855
140,14,1,14,31893
297,10,6,24,31926
263,16,1,16,31956
223,12,2,16,31958
440,12,10,64,31961
180,18,1,18,31963
209,12,7,36,31985
100,16,2,22,31996
25,10,1,10,32025
351,12,11,66,32028
271,16,11,82,32120
148,16,5,40,32123
198,10,5,28,32126
284,10,2,14,32154
355,2,12,68,32165
275,24,2,28,32176
285,16,11,76,32224
94,14,5,34,32249
144,30,1,30,32285
154,32,2,36,32301
323,14,9,56,32335
203,8,2,14,32378
124,12,6,46,32389
190,10,12,40,32390
360,30,10,74,32410
289,14,2,20,32441
16,14,1,14,32454
285,32,1,32,32465
144,6,8,24,32475
120,12,2,18,32485
118,32,2,34,32495
327,12,2,20,32581
131,14,2,22,32582
138,10,1,10,32618
175,4,6,28,32640
116,14,2,22,32677
348,12,4,26,32687
252,10,11,38,32870
30,14,2,18,32873
256,32,5,46,32910
203,8,1,8,33018
184,2,7,32,33045
320,8,5,26,33099
222,10,1,10,33116
36,8,1,8,33129
42,10,1,10,33150
318,6,10,62,33168
192,12,2,20,33264
442,18,11,42,33284
159,14,2,20,33319
199,22,2,28,33326
141,6,2,8,33337
218,4,11,50,33358
188,10,4,32,33375
189,16,2,20,33472
114,30,4,38,33475
226,10,1,10,33482
271,4,2,6,33503
291,14,1,14,33520
288,6,12,74,33574
363,28,10,68,33607
123,14,5,34,33617
446,8,12,42,33636
242,14,12,72,33661
158,14,2,20,33703
76,8,2,14,33768
239,10,2,12,33807
79,2,1,2,33830
433,28,9,48,33835
337,6,3,14,33846
173,18,2,24,33892
149,34,2,36,33900
395,16,12,78,33925
200,4,5,26,33942
192,14,9,62,33945
278,2,2,6,33951
186,2,2,8,34047
216,24,1,24,34059
194,14,2,18,34078
179,10,9,54,34096
254,16,2,18,34135
292,24,6,40,34205
306,8,6,36,34219
428,10,12,40,34221
267,14,5,30,34228
323,4,10,56,34235
155,16,9,64,34262
251,2,4,24,34279
217,2,2,4,34285
237,6,1,6,34287
231,16,2,20,34317
23,6,1,6,34347
373,14,5,30,34372
51,4,1,4,34398
124,36,2,42,34411
179,10,1,10,34429
309,6,1,6,34465
69,12,1,12,34485
330,10,6,44,34509
74,12,2,18,34514
299,8,2,16,34526
266,16,4,26,34540
360,10,9,56,34555
328,10,2,16,34570
228,12,1,12,34578
74,24,1,24,34644
239,12,2,16,34646
199,4,1,4,34689
348,2,6,26,34733
192,6,4,24,34740
344,10,6,36,34764
159,32,2,40,34766
206,4,10,44,34793
198,10,2,16,34814
86,16,2,20,34850
275,10,4,24,34852
63,16,1,16,34860
388,16,8,48,34895
137,10,5,26,34947
248,30,12,78,34978
384,4,11,68,35005
158,6,7,30,35012
267,16,2,20,35026
127,10,2,14,35031
114,8,2,16,35086
225,26,12,64,35126
189,10,10,56,35147
196,28,1,28,35159
265,14,10,36,35187
181,16,1,16,35196
83,4,1,4,35203
71,4,1,4,35204
101,12,2,16,35238
216,14,6,38,35254
64,16,1,16,35283
184,16,7,40,35304
124,8,5,24,35341
281,16,1,16,35375
124,14,5,42,35388
263,28,8,64,35401
201,28,8,62,35494
258,6,3,16,35508
276,16,2,18,35541
188,10,8,38,35553
128,12,1,12,35574
313,10,4,22,35596
193,12,1,12,35608
40,26,2,28,35627
218,8,4,26,35640
106,6,2,10,35651
290,10,1,10,35675
16,10,1,10,35728
202,10,12,60,35736
62,8,1,8,35768
423,16,9,42,35772
303,14,1,14,35781
45,30,2,38,35847
311,34,1,34,35848
294,14,11,48,35868
262,10,1,10,35891
369,6,8,48,35898
311,12,10,66,35934
255,8,11,40,35937
65,12,2,16,35942
106,2,1,2,36002
317,6,4,22,36009
221,16,2,24,36013
87,2,3,16,36017
395,10,12,54,36019
347,26,12,68,36026
249,2,12,38,36075
197,8,1,8,36086
213,14,11,44,36100
280,26,1,26,36132
182,18,1,18,36191
232,18,11,50,36227
126,2,2,10,36242
67,28,1,28,36277
260,32,6,44,36293
33,28,2,36,36364
148,6,5,36,36379
307,6,2,12,36409
371,16,6,38,36418
242,6,4,16,36440
304,32,2,38,36488
374,12,11,34,36500
270,14,6,38,36569
200,10,2,18,36587
259,12,5,30,36588
297,8,1,8,36602
97,10,2,18,36644
418,16,10,72,36711
148,2,1,2,36717
243,34,11,90,36750
257,10,1,10,36812
80,16,5,28,36892
86,30,5,52,36900
256,12,1,12,36902
308,4,4,26,36929
269,2,10,56,36934
98,6,1,6,36956
376,12,7,38,36957
108,6,4,30,37002
126,10,5,20,37005
134,20,1,20,37016
32,16,1,16,37019
327,6,11,30,37054
104,6,3,22,37055
265,14,2,18,37072
124,2,2,6,37130
71,16,2,20,37206
48,16,3,32,37216
71,14,1,14,37232
231,12,2,16,37295
56,26,1,26,37313
119,12,7,48,37330
58,16,1,16,37339
159,12,1,12,37345
26,14,1,14,37386
256,22,2,28,37437
235,22,2,28,37493
260,14,1,14,37534
45,14,2,22,37604
251,8,2,10,37620
222,8,9,44,37643
430,14,12,84,37674
107,4,2,6,37685
89,6,1,6,37705
291,14,5,34,37710
152,34,5,60,37749
406,16,11,46,37782
177,4,2,8,37784
135,6,2,12,37807
368,4,11,66,37819
286,12,9,58,37923
69,6,1,6,37954
331,16,12,46,38055
393,12,12,36,38062
262,12,4,30,38068
265,28,1,28,38107
134,12,2,18,38109
311,14,1,14,38111
225,10,8,28,38139
193,16,2,22,38168
418,2,10,48,38173
226,4,1,4,38193
289,24,2,26,38218
347,16,6,50,38219
206,14,2,18,38223
235,2,8,44,38249
152,18,1,18,38269
71,6,3,18,38295
223,12,11,40,38330
362,2,5,24,38333
63,28,1,28,38353
289,10,11,72,38368
295,10,4,32,38390
40,14,2,22,38395
367,16,5,38,38404
303,24,9,76,38418
120,6,1,6,38474
268,4,1,4,38480
99,2,2,6,38528
161,2,1,2,38530
390,30,9,76,38531
235,12,5,38,38600
344,8,4,28,38602
190,8,2,14,38658
74,14,2,20,38777
49,24,3,34,38791
48,22,2,24,38816
262,14,1,14,38817
188,10,7,42,38824
265,32,6,58,38825
165,16,2,22,38862
279,2,12,32,38892
237,2,1,2,38898
90,12,1,12,38914
229,2,2,8,38941
56,2,1,2,38963
237,14,1,14,38965
273,24,2,32,38968
310,16,4,32,38993
293,10,2,14,39009
388,16,12,52,39020
44,34,2,40,39029
72,10,2,14,39030
171,2,2,4,39066
74,8,3,18,39109
172,6,1,6,39124
33,16,1,16,39139
16,14,1,14,39144
117,2,2,4,39176
264,14,1,14,39196
222,14,1,14,39287
221,32,4,56,39302
240,10,1,10,39325
96,32,2,38,39333
191,10,1,10,39424
189,8,6,26,39434
185,16,6,32,39447
198,2,1,2,39470
272,2,7,40,39486
269,10,1,10,39504
85,24,1,24,39513
262,14,1,14,39533
46,8,1,8,39539
150,16,1,16,39549
308,34,1,34,39583
324,8,2,16,39592
226,24,7,66,39597
208,32,2,34,39603
164,12,4,28,39612
90,8,2,12,39664
278,18,2,20,39673
28,20,1,20,39732
46,6,2,8,39738
190,32,1,32,39748
164,10,1,10,39766
218,14,4,30,39818
212,2,1,2,39896
35,4,2,6,39910
84,12,3,22,39965
179,4,11,36,39971
299,6,2,14,40007
168,14,1,14,40009
249,2,3,8,40020
245,16,1,16,40023
83,36,1,36,40052
32,8,2,16,40075
100,4,2,12,40088
154,16,1,16,40118
36,6,2,10,40166
89,4,1,4,40202
15,16,1,16,40219
122,10,2,16,40243
152,14,2,20,40275
146,12,1,12,40289
199,20,1,20,40297
136,12,2,18,40391
212,22,1,22,40430
150,4,5,16,40456
116,16,5,30,40463
237,6,8,40,40480
264,2,4,26,40481
321,2,2,6,40544
118,6,6,30,40552
382,6,8,40,40613
283,8,2,14,40656
338,14,7,52,40658
254,8,2,12,40684
268,10,1,10,40696
46,14,2,16,40709
310,16,4,24,40715
239,28,2,30,40721
95,14,1,14,40741
96,2,2,6,40893
229,4,1,4,40895
133,14,2,22,40907
225,14,2,18,40957
318,12,2,16,40985
303,8,9,50,41063
352,14,12,52,41098
197,2,11,34,41123
130,16,1,16,41138
311,2,2,8,41165
369,18,11,78,41186
380,2,12,72,41222
174,16,2,24,41226
204,2,2,10,41230
95,10,1,10,41235
181,10,2,18,41275
179,26,2,32,41277
375,26,10,72,41284
365,16,10,66,41322
76,12,4,36,41332
139,2,2,10,41377
312,14,2,22,41411
60,22,2,28,41421
270,24,2,30,41499
92,20,4,34,41509
269,14,10,64,41517
55,28,2,36,41524
117,8,2,12,41550
166,30,1,30,41562
212,8,5,20,41581
185,2,6,28,41598
217,10,5,26,41620
86,10,1,10,41643
352,6,11,66,41690
155,10,9,34,41823
422,4,10,54,41873
218,12,1,12,41954
190,28,2,36,41971
349,16,12,42,41976
364,12,11,36,42029
192,14,9,62,42052
283,20,1,20,42083
125,2,2,10,42086
320,28,2,34,42095
240,28,1,28,42108
192,16,2,20,42114
68,10,3,20,42126
170,14,1,14,42135
206,36,2,44,42218
320,10,9,38,42237
121,2,1,2,42247
45,16,1,16,42290
145,2,1,2,42333
130,10,2,14,42334
73,14,1,14,42343
290,26,12,86,42374
435,28,11,64,42396
286,12,1,12,42450
218,2,1,2,42453
381,14,8,46,42455
106,20,5,46,42456
213,10,5,38,42481
25,18,1,18,42488
96,28,1,28,42491
157,10,1,10,42535
301,22,2,30,42612
277,4,2,12,42621
90,4,1,4,42656
170,10,2,14,42678
153,16,9,38,42707
367,10,12,60,42743
25,4,1,4,42785
321,32,2,38,42793
212,12,2,16,42807
261,28,1,28,42837
268,6,1,6,42853
76,2,1,2,42859
290,2,9,22,42874
379,26,9,52,42970
347,24,11,58,42971
258,16,1,16,43010
288,18,5,46,43014
404,14,11,60,43020
142,10,2,16,43041
36,8,2,16,43044
255,10,1,10,43046
189,2,4,22,43061
336,14,6,32,43084
93,14,2,16,43094
396,16,11,50,43106
316,2,9,32,43143
397,10,10,64,43175
244,16,6,42,43200
209,12,2,14,43229
308,20,12,70,43238
234,34,2,36,43307
313,12,1,12,43334
112,16,1,16,43374
191,12,4,34,43407
261,12,1,12,43433
61,12,3,30,43467
153,18,2,22,43469
370,14,6,30,43497
44,6,1,6,43537
179,14,11,62,43539
216,10,1,10,43548
166,32,9,68,43549
202,20,1,20,43573
277,14,6,46,43597
212,14,6,28,43603
152,16,1,16,43608
213,32,9,60,43621
38,6,2,14,43625
75,4,2,12,43628
173,16,2,20,43645
81,16,1,16,43649
257,2,1,2,43678
240,12,2,16,43715
63,34,2,40,43727
160,14,3,28,43741
328,12,2,18,43776
361,6,12,44,43792
257,10,5,24,43816
129,26,5,44,43856
185,10,8,42,43873
230,4,2,8,43892
273,12,1,12,43917
245,4,4,18,43950
308,20,1,20,43957
168,2,9,20,43962
100,26,1,26,43976
83,30,2,36,43982
111,2,4,14,43991
245,20,2,22,44018
329,16,6,38,44082
92,14,1,14,44092
290,10,9,62,44148
109,18,2,22,44228
160,8,3,20,44282
113,4,1,4,44287
266,6,7,38,44307
237,14,12,52,44308
313,14,1,14,44319
210,34,2,42,44330
146,12,2,18,44357
114,2,1,2,44374
185,14,2,16,44420
119,8,1,8,44421
161,10,2,18,44494
44,16,1,16,44501
340,14,4,30,44520
194,12,1,12,44533
325,4,3,20,44577
52,8,2,10,44592
67,10,1,10,44600
127,8,2,16,44658
274,6,10,28,44664
148,16,2,22,44819
216,2,12,52,44853
231,10,1,10,44903
260,6,5,20,44909
427,34,9,62,44948
157,14,1,14,44950
288,14,6,46,44983
127,12,2,20,45002
138,16,2,18,45007
292,12,2,14,45015
50,2,1,2,45064
54,14,1,14,45075
171,12,2,16,45106
306,6,2,12,45149
272,14,1,14,45171
120,8,1,8,45175
44,14,2,16,45195
76,12,1,12,45198
165,16,1,16,45227
120,12,1,12,45254
339,12,7,48,45303
215,4,5,18,45305
78,24,2,28,45315
96,18,2,20,45325
52,4,1,4,45368
29,16,1,16,45382
338,10,6,38,45428
54,28,1,28,45475
278,32,2,40,45493
310,16,1,16,45523
251,24,2,28,45543
111,12,2,16,45559
275,4,9,22,45591
135,10,5,24,45599
288,14,2,16,45626
24,4,1,4,45672
336,16,10,56,45682
222,12,10,54,45683
96,8,2,10,45707
113,34,6,56,45735
310,14,1,14,45803
90,14,2,16,45839
235,6,2,10,45860
404,36,8,56,45881
59,32,2,34,45898
155,12,1,12,45922
156,20,2,24,45927
287,26,1,26,45964
264,2,8,48,46049
69,12,2,18,46069
146,2,2,8,46074
218,16,2,22,46085
173,32,4,52,46118
292,6,11,62,46170
207,30,10,90,46172
120,14,2,16,46181
22,24,1,24,46239
254,12,4,24,46311
325,16,2,20,46315
186,34,1,34,46349
250,4,1,4,46386
237,18,12,82,46488
276,2,5,26,46500
300,14,1,14,46513
254,34,3,44,46536
159,14,2,16,46542
140,8,9,54,46557
278,10,5,26,46611
217,30,1,30,46618
426,10,12,62,46636
137,6,1,6,46652
327,8,2,12,46668
128,4,3,12,46689
277,2,5,24,46690
319,12,8,28,46714
171,2,1,2,46731
49,14,1,14,46862
137,10,2,14,46869
146,18,1,18,46881
251,8,2,14,46888
50,4,2,8,46929
244,4,6,24,46957
429,22,11,78,46960
315,16,2,18,46970
245,12,1,12,47003
182,32,9,82,47036
101,16,2,20,47041
214,4,2,10,47061
39,18,2,22,47104
104,8,2,12,47107
297,22,8,48,47170
214,28,2,34,47197
106,12,1,12,47207
106,6,1,6,47230
393,6,8,54,47256
364,6,6,18,47262
148,12,1,12,47283
264,16,1,16,47322
111,10,1,10,47341
475,4,12,70,47342
380,26,8,66,47344
274,12,6,32,47369
302,26,2,30,47382
204,2,2,10,47385
20,34,1,34,47409
204,8,1,8,47418
170,4,1,4,47421
113,16,1,16,47433
260,20,2,24,47463
97,6,1,6,47468
128,22,6,48,47470
74,6,1,6,47690
88,6,1,6,47693
40,12,2,14,47731
338,24,9,60,47771
329,10,2,14,47779
97,10,1,10,47801
151,32,2,38,47835
465,10,12,52,47875
91,14,1,14,47916
282,14,2,20,47986
461,10,11,58,48031
67,6,1,6,48036
303,8,5,36,48043
379,22,11,80,48048
371,14,11,64,48089
43,12,1,12,48127
236,14,12,46,48200
327,4,2,8,48280
236,2,6,20,48297
78,10,2,12,48311
287,10,4,22,48314
299,28,1,28,48322
142,14,8,58,48326
369,10,6,44,48347
392,28,11,90,48354
235,14,1,14,48364
32,4,2,12,48374
172,30,7,48,48384
207,12,2,18,48391
173,16,4,38,48393
404,14,11,64,48397
244,12,1,12,48471
284,6,4,16,48491
238,10,11,34,48494
98,14,5,30,48509
173,4,1,4,48536
341,14,7,38,48573
112,14,1,14,48597
389,12,9,36,48598
314,2,6,36,48643
154,10,9,54,48659
149,16,2,20,48690
197,4,2,12,48694
22,16,1,16,48708
249,2,2,8,48752
239,34,12,99,48775
107,22,3,30,48797
154,36,1,36,48798
125,14,3,22,48806
333,24,10,58,48829
416,8,11,36,48892
277,8,2,14,48903
204,12,2,14,48931
142,14,9,66,48945
225,16,4,34,48954
315,6,3,22,48975
61,18,2,24,49042
280,2,12,38,49057
55,8,2,12,49083
235,16,1,16,49094
80,28,1,28,49111
242,2,2,8,49120
222,26,1,26,49140
55,10,2,18,49144
80,14,2,20,49157
246,34,1,34,49163
314,8,2,16,49172
55,12,2,16,49203
240,10,11,62,49211
283,14,4,26,49217
350,12,5,30,49253
160,4,1,4,49274
296,20,1,20,49279
243,34,10,62,49291
233,10,2,18,49306
148,6,4,16,49329
26,6,1,6,49359
373,14,9,56,49454
27,6,1,6,49500
249,22,2,30,49505
284,2,12,50,49558
133,18,1,18,49568
319,10,10,58,49681
134,10,1,10,49698
192,8,1,8,49781
164,12,5,32,49801
294,10,1,10,49866
261,4,2,10,49872
41,32,1,32,49914
308,12,1,12,49962
